chrom	tss	strand	gene_name	gene_type
chr8	85987323	+	ATP6V0D2	protein_coding
chr8	86088621	-	PSKH2	protein_coding
chr8	86321146	-	SLC7A13	protein_coding
chr8	86342547	+	WWP1	protein_coding
chr8	86514357	-	RMDN1	protein_coding
chr8	86514435	+	CPNE3	protein_coding
chr8	86743675	-	CNGB3	protein_coding
chr8	86866415	+	CNBD1	protein_coding
chr8	87874015	-	DCAF4L2	protein_coding
chr8	88328025	-	MMP16	protein_coding
chr8	89757806	+	RIPK2	protein_coding
chr8	89901849	+	OSGIN2	protein_coding
chr8	90003228	-	NBN	protein_coding
chr8	90001405	+	DECR1	protein_coding
chr8	90095475	-	CALB1	protein_coding
chr8	90791632	-	TMEM64	protein_coding
chr8	90791741	+	NECAB1	protein_coding
chr8	90985238	-	C8orf88	protein_coding
chr8	91040872	-	PIP4P2	protein_coding
chr8	91070196	+	OTUD6B	protein_coding
chr8	91101832	+	LRRC69	protein_coding
chr8	91209494	+	SLC26A7	protein_coding
chr8	92103286	-	RUNX1T1	protein_coding
chr8	93017673	-	TRIQK	protein_coding
chr8	93698561	+	CIBAR1	protein_coding
chr8	93741017	-	RBM12B	protein_coding
chr8	93754844	+	TMEM67	protein_coding
chr8	93857807	+	PDP1	protein_coding
chr8	94217303	-	CDH17	protein_coding
chr8	94262350	-	GEM	protein_coding
chr8	94475115	-	RAD54B	protein_coding
chr8	94436952	-	FSBP	protein_coding
chr8	94553529	-	VIRMA	protein_coding
chr8	94641074	+	ESRP1	protein_coding
chr8	94719703	+	DPY19L4	protein_coding
chr8	94813311	+	INTS8	protein_coding
chr8	94896678	-	CCNE2	protein_coding
chr8	94895533	+	NDUFAF6	protein_coding
chr8	94949378	-	TP53INP1	protein_coding
chr8	95115642	+	PLEKHF2	protein_coding
chr8	95269201	-	CFAP418	protein_coding
chr8	96160806	-	GDF6	protein_coding
chr8	96235546	-	UQCRB	protein_coding
chr8	96261610	-	MTERF3	protein_coding
chr8	96261902	+	PTDSS1	protein_coding
chr8	96493813	+	SDC2	protein_coding
chr8	96645242	+	CPQ	protein_coding
chr8	97277928	-	TSPYL5	protein_coding
chr8	97644184	+	MTDH	protein_coding
chr8	97775057	+	LAPTM4B	protein_coding
chr8	97868840	+	MATN2	protein_coding
chr8	98046469	-	RPL30	protein_coding
chr8	98064522	+	ERICH5	protein_coding
chr8	98117171	-	RIDA	protein_coding
chr8	98117293	+	POP1	protein_coding
chr8	98294393	-	NIPAL2	protein_coding
chr8	98942827	-	STK3	protein_coding
chr8	98426958	+	KCNS2	protein_coding
chr8	98944403	+	OSR2	protein_coding
chr8	99013266	+	VPS13B	protein_coding
chr8	99893707	-	COX6C	protein_coding
chr8	100131268	-	RGS22	protein_coding
chr8	100145817	-	FBXO43	protein_coding
chr8	100150623	+	POLR2K	protein_coding
chr8	100157906	+	SPAG1	protein_coding
chr8	100336218	-	RNF19A	protein_coding
chr8	100559784	-	ANKRD46	protein_coding
chr8	100663415	-	SNX31	protein_coding
chr8	100722809	-	PABPC1	protein_coding
chr8	100953388	-	YWHAZ	protein_coding
chr8	101206193	-	ZNF706	protein_coding
chr8	101492439	+	GRHL2	protein_coding
chr8	102124907	-	NCALD	protein_coding
chr8	102238961	-	RRM2B	protein_coding
chr8	102412759	-	UBR5	protein_coding
chr8	102551589	+	ODF1	protein_coding
chr8	102655725	-	KLF10	protein_coding
chr8	102893864	-	AZIN1	protein_coding
chr8	102863860	-	ENSG00000289653	protein_coding
chr8	103021063	+	ATP6V1C1	protein_coding
chr8	103140713	+	BAALC	protein_coding
chr8	103298433	+	FZD6	protein_coding
chr8	103371538	+	CTHRC1	protein_coding
chr8	103415189	-	SLC25A32	protein_coding
chr8	103501895	-	ENSG00000285982	protein_coding
chr8	103414714	+	DCAF13	protein_coding
chr8	103500610	+	RIMS2	protein_coding
chr8	104467055	-	DPYS	protein_coding
chr8	104339087	+	DCSTAMP	protein_coding
chr8	104589258	-	LRP12	protein_coding
chr8	104590733	+	ZFPM2	protein_coding
chr8	106270144	+	OXR1	protein_coding
chr8	106770244	-	ABRA	protein_coding
chr8	107498055	-	ANGPT1	protein_coding
chr8	108083642	-	RSPO2	protein_coding
chr8	108443496	-	EIF3E	protein_coding
chr8	108443601	+	EMC2	protein_coding
chr8	108787594	-	TMEM74	protein_coding
chr8	109086585	+	TRHR	protein_coding
chr8	109334121	-	NUDCD1	protein_coding
chr8	109334324	+	ENY2	protein_coding
chr8	109362461	+	PKHD1L1	protein_coding
chr8	109539711	+	EBAG9	protein_coding
chr8	109539726	+	ENSG00000289767	protein_coding
chr8	109691791	-	SYBU	protein_coding
chr8	109975771	-	KCNV1	protein_coding
chr8	113436939	-	CSMD3	protein_coding
chr8	115809673	-	TRPS1	protein_coding
chr8	116766925	-	EIF3H	protein_coding
chr8	116766505	+	UTP23	protein_coding
chr8	116874776	-	RAD21	protein_coding
chr8	116938207	+	AARD	protein_coding
chr8	116950273	+	SLC30A8	protein_coding
chr8	117520713	+	MED30	protein_coding
chr8	118111826	-	EXT1	protein_coding
chr8	118622112	-	SAMD12	protein_coding
chr8	118951885	-	TNFRSF11B	protein_coding
chr8	118995452	+	COLEC10	protein_coding
chr8	119165034	+	MAL2	protein_coding
chr8	119416446	+	CCN3	protein_coding
chr8	119673453	-	ENPP2	protein_coding
chr8	119832863	-	TAF2	protein_coding
chr8	119855894	-	DSCC1	protein_coding
chr8	119873717	+	DEPTOR	protein_coding
chr8	120059780	+	COL14A1	protein_coding
chr8	120445402	-	MRPL13	protein_coding
chr8	120445400	+	MTBP	protein_coding
chr8	120813273	-	SNTB1	protein_coding
chr8	121641440	-	HAS2	protein_coding
chr8	122781655	+	ZHX2	protein_coding
chr8	123042302	-	DERL1	protein_coding
chr8	123041968	+	TBC1D31	protein_coding
chr8	123178960	+	FAM83A	protein_coding
chr8	123241377	-	C8orf76	protein_coding
chr8	123274284	-	ZHX1-C8orf76	protein_coding
chr8	123275541	-	ZHX1	protein_coding
chr8	123416350	-	ATAD2	protein_coding
chr8	123416726	+	NTAQ1	protein_coding
chr8	123541206	-	FBXO32	protein_coding
chr8	123653801	-	KLHL38	protein_coding
chr8	123737402	-	ANXA13	protein_coding
chr8	123768439	+	FAM91A1	protein_coding
chr8	123851987	+	FER1L6	protein_coding
chr8	124372701	-	TMEM65	protein_coding
chr8	124450820	+	TRMT12	protein_coding
chr8	124474880	+	RNF139	protein_coding
chr8	124539458	-	TATDN1	protein_coding
chr8	124539101	+	NDUFB9	protein_coding
chr8	124728473	-	MTSS1	protein_coding
chr8	124973295	+	ZNF572	protein_coding
chr8	124998497	+	SQLE	protein_coding
chr8	125091819	-	WASHC5	protein_coding
chr8	125091679	+	NSMCE2	protein_coding
chr8	125430358	+	TRIB1	protein_coding
chr8	126558478	-	LRATD2	protein_coding
chr8	127322183	+	POU5F1B	protein_coding
chr8	127735434	+	MYC	protein_coding
chr8	129786624	-	GSDMC	protein_coding
chr8	130017504	-	CYRIB	protein_coding
chr8	130443674	-	ASAP1	protein_coding
chr8	131040909	-	ADCY8	protein_coding
chr8	131904093	+	EFR3A	protein_coding
chr8	132059382	-	OC90	protein_coding
chr8	132085655	-	ENSG00000258417	protein_coding
chr8	132111159	-	HHLA1	protein_coding
chr8	132481095	-	KCNQ3	protein_coding
chr8	132675592	-	DNAAF11	protein_coding
chr8	132760712	-	TMEM71	protein_coding
chr8	132775358	+	PHF20L1	protein_coding
chr8	132866958	+	TG	protein_coding
chr8	133102912	-	SLA	protein_coding
chr8	133191039	+	CCN4	protein_coding
chr8	133302022	-	NDRG1	protein_coding
chr8	133571926	-	ST3GAL1	protein_coding
chr8	134713049	-	ZFAT	protein_coding
chr8	135457456	+	KHDRBS3	protein_coding
chr8	138497261	-	FAM135B	protein_coding
chr8	138914041	-	COL22A1	protein_coding
chr8	139704109	-	KCNK9	protein_coding
chr8	140458579	-	TRAPPC9	protein_coding
chr8	140511311	+	CHRAC1	protein_coding
chr8	140635633	-	AGO2	protein_coding
chr8	141002216	-	PTK2	protein_coding
chr8	141117278	+	DENND3	protein_coding
chr8	141308305	-	SLC45A4	protein_coding
chr8	141367286	-	GPR20	protein_coding
chr8	141391995	+	PTP4A3	protein_coding
chr8	141507230	-	MROH5	protein_coding
chr8	141514638	+	C8orf90	protein_coding
chr8	142403182	-	TSNARE1	protein_coding
chr8	142449430	+	ADGRB1	protein_coding
chr8	142614479	-	ARC	protein_coding
chr8	142681968	-	JRK	protein_coding
chr8	142670308	+	PSCA	protein_coding
chr8	142700111	+	LY6K	protein_coding
chr8	142727223	+	THEM6	protein_coding
chr8	142742406	-	SLURP1	protein_coding
chr8	142752532	-	LYPD2	protein_coding
chr8	142778224	-	LYNX1-SLURP2	protein_coding
chr8	142769828	-	SLURP2	protein_coding
chr8	142777810	-	LYNX1	protein_coding
chr8	142786539	-	LY6D	protein_coding
chr8	142834247	+	GML	protein_coding
chr8	142879846	-	CYP11B1	protein_coding
chr8	142917843	-	CYP11B2	protein_coding
chr8	143017982	+	LY6E	protein_coding
chr8	143045678	-	LY6S	protein_coding
chr8	143080630	+	LY6L	protein_coding
chr8	143160711	-	LY6H	protein_coding
chr8	143213218	+	GPIHBP1	protein_coding
chr8	143246821	+	ZFP41	protein_coding
chr8	143247110	+	ENSG00000264668	protein_coding
chr8	143267433	+	GLI4	protein_coding
chr8	143289676	+	ZNF696	protein_coding
chr8	143359979	-	TOP1MT	protein_coding
chr8	143368876	+	RHPN1	protein_coding
chr8	143430732	-	MAFA	protein_coding
chr8	143541447	-	ZC3H3	protein_coding
chr8	143553207	+	GSDMD	protein_coding
chr8	143572772	-	MROH6	protein_coding
chr8	143578649	-	NAPRT	protein_coding
chr8	143599541	-	EEF1D	protein_coding
chr8	143597831	+	TIGD5	protein_coding
chr8	143609773	-	PYCR3	protein_coding
chr8	143618048	-	GFUS	protein_coding
chr8	143636019	+	ZNF623	protein_coding
chr8	143684452	+	ZNF707	protein_coding
chr8	143708109	-	CCDC166	protein_coding
chr8	143716340	+	MAPK15	protein_coding
chr8	143738234	-	FAM83H	protein_coding
chr8	143734139	+	IQANK1	protein_coding
chr8	143815773	-	SCRIB	protein_coding
chr8	143830709	-	PUF60	protein_coding
chr8	143840973	-	NRBP2	protein_coding
chr8	143878467	-	EPPK1	protein_coding
chr8	143976734	-	PLEC	protein_coding
chr8	144012772	-	PARP10	protein_coding
chr8	143990056	+	GRINA	protein_coding
chr8	144012280	+	SPATC1	protein_coding
chr8	144063965	-	OPLAH	protein_coding
chr8	144078642	+	ENSG00000290230	protein_coding
chr8	144078648	+	EXOSC4	protein_coding
chr8	144082337	+	GPAA1	protein_coding
chr8	144095039	+	CYC1	protein_coding
chr8	144108124	-	SHARPIN	protein_coding
chr8	144104461	+	MAF1	protein_coding
chr8	144107726	+	WDR97	protein_coding
chr8	144137774	+	HGH1	protein_coding
chr8	144148016	+	MROH1	protein_coding
chr8	144291438	-	BOP1	protein_coding
chr8	144266453	+	SCX	protein_coding
chr8	144291591	+	HSF1	protein_coding
chr8	144326910	-	DGAT1	protein_coding
chr8	144336482	-	SCRT1	protein_coding
chr8	144333957	+	SLC52A2	protein_coding
chr8	144354954	-	TMEM249	protein_coding
chr8	144355609	-	ENSG00000271698	protein_coding
chr8	144359376	-	FBXL6	protein_coding
chr8	144373101	+	ADCK5	protein_coding
chr8	144409335	-	CPSF1	protein_coding
chr8	144416844	-	SLC39A4	protein_coding
chr8	144428563	-	VPS28	protein_coding
chr8	144444440	-	TONSL	protein_coding
chr8	144462871	-	ZFTRAF1	protein_coding
chr8	144465430	-	ENSG00000291316	protein_coding
chr8	144465667	-	TMEM276	protein_coding
chr8	144466043	+	KIFC2	protein_coding
chr8	144475849	-	FOXH1	protein_coding
chr8	144477969	+	PPP1R16A	protein_coding
chr8	144502973	+	GPT	protein_coding
chr8	144509070	+	MFSD3	protein_coding
chr8	144517845	-	RECQL4	protein_coding
chr8	144517992	+	LRRC14	protein_coding
chr8	144527033	-	LRRC24	protein_coding
chr8	144529132	-	C8orf82	protein_coding
chr8	144685846	-	ARHGAP39	protein_coding
chr8	144756417	-	ZNF251	protein_coding
chr8	144787345	-	ZNF34	protein_coding
chr8	144792587	-	RPL8	protein_coding
chr8	144798876	+	ZNF517	protein_coding
chr8	144827518	+	ZNF7	protein_coding
chr8	144853736	-	COMMD5	protein_coding
chr8	144902168	-	ZNF250	protein_coding
chr8	144950888	-	ZNF16	protein_coding
chr8	145052465	+	C8orf33	protein_coding
chr9	73865	-	WASHC1	protein_coding
chr9	118417	-	FOXD4	protein_coding
chr9	179147	-	ZNG1A	protein_coding
chr9	214854	+	DOCK8	protein_coding
chr9	470291	+	KANK1	protein_coding
chr9	841690	+	DMRT1	protein_coding
chr9	976655	+	DMRT3	protein_coding
chr9	1049858	+	DMRT2	protein_coding
chr9	1980290	+	SMARCA2	protein_coding
chr9	2621182	+	VLDLR	protein_coding
chr9	2717510	+	KCNV2	protein_coding
chr9	2844095	-	PUM3	protein_coding
chr9	3526004	-	RFX3	protein_coding
chr9	4348392	-	GLIS3	protein_coding
chr9	4490468	+	SLC1A1	protein_coding
chr9	4666674	-	SPATA6L	protein_coding
chr9	4662294	+	PLPP6	protein_coding
chr9	4679559	+	CDC37L1	protein_coding
chr9	4742043	-	AK3	protein_coding
chr9	4792944	+	RCL1	protein_coding
chr9	4984390	+	JAK2	protein_coding
chr9	5185647	-	INSL6	protein_coding
chr9	5231419	+	INSL4	protein_coding
chr9	5304716	-	RLN2	protein_coding
chr9	5339876	-	RLN1	protein_coding
chr9	5437925	-	PLGRKT	protein_coding
chr9	5450503	+	CD274	protein_coding
chr9	5510531	+	PDCD1LG2	protein_coding
chr9	5629025	+	RIC1	protein_coding
chr9	5879537	-	ERMP1	protein_coding
chr9	6008482	-	KIAA2026	protein_coding
chr9	5890889	+	MLANA	protein_coding
chr9	6015625	-	RANBP6	protein_coding
chr9	6215786	+	IL33	protein_coding
chr9	6328375	+	TPD52L3	protein_coding
chr9	6413151	+	UHRF2	protein_coding
chr9	6645729	-	GLDC	protein_coding
chr9	6720863	+	KDM4C	protein_coding
chr9	7888380	-	DMAC1	protein_coding
chr9	10613002	-	PTPRD	protein_coding
chr9	12685439	+	TYRP1	protein_coding
chr9	12775020	+	LURAP1L	protein_coding
chr9	13279692	-	MPDZ	protein_coding
chr9	14398983	-	NFIB	protein_coding
chr9	14693432	-	ZDHHC21	protein_coding
chr9	14722733	-	CER1	protein_coding
chr9	14910995	-	FREM1	protein_coding
chr9	15307360	-	TTC39B	protein_coding
chr9	15422734	+	SNAPC3	protein_coding
chr9	15510995	-	PSIP1	protein_coding
chr9	15553043	+	CCDC171	protein_coding
chr9	16870843	-	BNC2	protein_coding
chr9	17134982	+	CNTLN	protein_coding
chr9	17579066	+	SH3GL2	protein_coding
chr9	17906563	+	ADAMTSL1	protein_coding
chr9	19049358	-	SAXO1	protein_coding
chr9	19049427	+	RRAGA	protein_coding
chr9	19102904	-	HAUS6	protein_coding
chr9	19149290	-	PLIN2	protein_coding
chr9	19230435	+	DENND4C	protein_coding
chr9	19380236	-	RPS6	protein_coding
chr9	19409009	+	ACER2	protein_coding
chr9	19789037	-	SLC24A2	protein_coding
chr9	20622499	-	MLLT3	protein_coding
chr9	20658309	+	FOCAD	protein_coding
chr9	21031640	-	HACD4	protein_coding
chr9	21077942	-	IFNB1	protein_coding
chr9	21141832	-	IFNW1	protein_coding
chr9	21166660	-	IFNA21	protein_coding
chr9	21187587	-	IFNA4	protein_coding
chr9	21202205	-	IFNA7	protein_coding
chr9	21207143	-	IFNA10	protein_coding
chr9	21217311	-	IFNA16	protein_coding
chr9	21228222	-	IFNA17	protein_coding
chr9	21240005	-	IFNA14	protein_coding
chr9	21305313	-	IFNA5	protein_coding
chr9	21335404	-	KLHL9	protein_coding
chr9	21350956	-	IFNA6	protein_coding
chr9	21368057	-	IFNA13	protein_coding
chr9	21385398	-	IFNA2	protein_coding
chr9	21409117	+	IFNA8	protein_coding
chr9	21440439	+	IFNA1	protein_coding
chr9	21482313	-	IFNE	protein_coding
chr9	21802636	+	MTAP	protein_coding
chr9	21995301	-	CDKN2A	protein_coding
chr9	22009305	-	CDKN2B	protein_coding
chr9	22446824	+	DMRTA1	protein_coding
chr9	23826337	-	ELAVL2	protein_coding
chr9	24545946	-	IZUMO3	protein_coding
chr9	25678444	-	TUSC1	protein_coding
chr9	26892803	-	CAAP1	protein_coding
chr9	26947242	-	PLAA	protein_coding
chr9	26947039	+	IFT74	protein_coding
chr9	27005672	-	LRRC19	protein_coding
chr9	27109141	+	TEK	protein_coding
chr9	27297150	-	EQTN	protein_coding
chr9	27529814	-	MOB3B	protein_coding
chr9	27524290	+	IFNK	protein_coding
chr9	27573866	-	C9orf72	protein_coding
chr9	29213601	-	LINGO2	protein_coding
chr9	32384603	+	ACO1	protein_coding
chr9	32526208	-	RIGI	protein_coding
chr9	32552603	-	ENSG00000288684	protein_coding
chr9	32552586	-	TOPORS	protein_coding
chr9	32551144	+	SMIM27	protein_coding
chr9	32573184	-	NDUFB6	protein_coding
chr9	32635669	-	TAF1L	protein_coding
chr9	32783540	+	TMEM215	protein_coding
chr9	33025130	-	APTX	protein_coding
chr9	33025273	+	DNAJA1	protein_coding
chr9	33076674	-	SMU1	protein_coding
chr9	33167356	-	B4GALT1	protein_coding
chr9	33218365	+	SPINK4	protein_coding
chr9	33264720	-	BAG1	protein_coding
chr9	33264879	+	CHMP5	protein_coding
chr9	33290512	+	NFX1	protein_coding
chr9	33402682	-	AQP7	protein_coding
chr9	33447596	-	AQP3	protein_coding
chr9	33473930	-	NOL6	protein_coding
chr9	33524251	+	ANKRD18B	protein_coding
chr9	33750679	+	PRSS3	protein_coding
chr9	33817160	+	UBE2R2	protein_coding
chr9	34049388	-	UBAP2	protein_coding
chr9	34127399	-	DCAF12	protein_coding
chr9	34179005	+	UBAP1	protein_coding
chr9	34329268	-	KIF24	protein_coding
chr9	34329506	+	NUDT2	protein_coding
chr9	34376898	-	MYORG	protein_coding
chr9	34397828	-	C9orf24	protein_coding
chr9	34458570	-	FAM219A	protein_coding
chr9	34457414	+	DNAI1	protein_coding
chr9	34522990	-	ENHO	protein_coding
chr9	34590140	-	CNTFR	protein_coding
chr9	34612104	-	RPP25L	protein_coding
chr9	34620523	-	DCTN3	protein_coding
chr9	34629066	-	ARID3C	protein_coding
chr9	34637844	-	SIGMAR1	protein_coding
chr9	34638133	+	GALT	protein_coding
chr9	34646631	+	ENSG00000258728	protein_coding
chr9	34652162	+	IL11RA	protein_coding
chr9	34664048	-	CCL27	protein_coding
chr9	34666112	-	ENSG00000187186	protein_coding
chr9	34691276	-	CCL19	protein_coding
chr9	34710136	-	CCL21	protein_coding
chr9	34729488	-	FAM205A	protein_coding
chr9	34895764	-	FAM205C	protein_coding
chr9	34957608	+	PHF24	protein_coding
chr9	34989641	+	DNAJB5	protein_coding
chr9	35041095	+	C9orf131	protein_coding
chr9	35072668	-	VCP	protein_coding
chr9	35074175	-	ENSG00000288699	protein_coding
chr9	35080004	-	FANCG	protein_coding
chr9	35096619	-	PIGO	protein_coding
chr9	35103195	-	STOML2	protein_coding
chr9	35116341	-	ATOSB	protein_coding
chr9	35161992	+	UNC13B	protein_coding
chr9	35490111	+	RUSC2	protein_coding
chr9	35563899	-	FAM166B	protein_coding
chr9	35605262	+	TESK1	protein_coding
chr9	35646810	-	CD72	protein_coding
chr9	35650931	-	SIT1	protein_coding
chr9	35658290	+	CCDC107	protein_coding
chr9	35675866	-	ARHGEF39	protein_coding
chr9	35673928	+	CA9	protein_coding
chr9	35690056	-	TPM2	protein_coding
chr9	35732195	-	TLN1	protein_coding
chr9	35732598	+	CREB3	protein_coding
chr9	35749228	-	GBA2	protein_coding
chr9	35749287	+	RGP1	protein_coding
chr9	35756613	-	MSMP	protein_coding
chr9	35791003	+	NPR2	protein_coding
chr9	35812272	-	SPAG8	protein_coding
chr9	35815354	-	HINT2	protein_coding
chr9	35828732	-	ENSG00000285645	protein_coding
chr9	35814451	+	TMEM8B	protein_coding
chr9	35828747	-	FAM221B	protein_coding
chr9	35870401	-	OR13J1	protein_coding
chr9	35906202	+	HRCT1	protein_coding
chr9	35909490	+	SPAAR	protein_coding
chr9	35958154	-	OR2S2	protein_coding
chr9	36003867	-	OR13C7	protein_coding
chr9	36036913	+	RECK	protein_coding
chr9	36136536	+	GLIPR2	protein_coding
chr9	36169388	+	CCIN	protein_coding
chr9	36190856	+	CLTA	protein_coding
chr9	36277042	-	GNE	protein_coding
chr9	36487548	-	RNF38	protein_coding
chr9	36572862	+	MELK	protein_coding
chr9	37034268	-	PAX5	protein_coding
chr9	37120574	+	ZCCHC7	protein_coding
chr9	37422666	+	GRHPR	protein_coding
chr9	37465450	-	ZBTB5	protein_coding
chr9	37485948	+	POLR1E	protein_coding
chr9	37576380	-	FBXO10	protein_coding
chr9	37592469	-	ENSG00000256966	protein_coding
chr9	37592604	-	TOMM5	protein_coding
chr9	38068687	-	ENSG00000255872	protein_coding
chr9	37650954	+	FRMPD1	protein_coding
chr9	37753803	+	TRMT10B	protein_coding
chr9	37832117	-	EXOSC3	protein_coding
chr9	37800554	+	DCAF10	protein_coding
chr9	37904353	-	SLC25A51	protein_coding
chr9	38069227	-	SHB	protein_coding
chr9	38392702	+	ALDH1B1	protein_coding
chr9	38424454	-	IGFBPL1	protein_coding
chr9	38620596	-	ANKRD18A	protein_coding
chr9	38720133	-	FAM240B	protein_coding
chr9	39288315	-	CNTNAP3	protein_coding
chr9	39355669	+	SPATA31A1	protein_coding
chr9	39874562	-	ENSG00000283886	protein_coding
chr9	41128681	-	FOXD4L6	protein_coding
chr9	41199261	-	ZNG1F	protein_coding
chr9	42129510	-	CNTNAP3B	protein_coding
chr9	42183659	+	SPATA31A6	protein_coding
chr9	60914407	+	SPATA31A5	protein_coding
chr9	61190036	+	SPATA31A7	protein_coding
chr9	61330717	+	CNTNAP3C	protein_coding
chr9	65285209	-	FOXD4L5	protein_coding
chr9	65668805	+	ZNG1E	protein_coding
chr9	65737146	+	FOXD4L4	protein_coding
chr9	66856426	+	ZNF658	protein_coding
chr9	66992550	-	SPATA31A3	protein_coding
chr9	67832765	+	ANKRD20A1	protein_coding
chr9	68232003	+	ZNG1C	protein_coding
chr9	68302867	+	FOXD4L3	protein_coding
chr9	68328308	+	PGM5	protein_coding
chr9	68540883	-	TMEM252	protein_coding
chr9	68705240	+	PIP5K1B	protein_coding
chr9	68780065	+	PABIR1	protein_coding
chr9	69014113	-	PRKACG	protein_coding
chr9	69035747	+	ENSG00000285130	protein_coding
chr9	69035751	+	FXN	protein_coding
chr9	69121264	+	TJP2	protein_coding
chr9	69324567	+	ENTREP1	protein_coding
chr9	69672371	-	APBA1	protein_coding
chr9	69760011	-	PTAR1	protein_coding
chr9	69820817	+	CFAP95	protein_coding
chr9	70043848	+	MAMDC2	protein_coding
chr9	70258978	+	SMC5	protein_coding
chr9	70414657	-	KLF9	protein_coding
chr9	71446904	-	TRPM3	protein_coding
chr9	71816690	-	CEMIP2	protein_coding
chr9	71911193	-	ABHD17B	protein_coding
chr9	71911510	+	C9orf85	protein_coding
chr9	72072721	-	C9orf57	protein_coding
chr9	72114595	+	GDA	protein_coding
chr9	72365235	-	ZFAND5	protein_coding
chr9	72521608	+	TMC1	protein_coding
chr9	73080442	-	ALDH1A1	protein_coding
chr9	73151865	+	ANXA1	protein_coding
chr9	74497335	+	RORB	protein_coding
chr9	74888094	-	TRPM6	protein_coding
chr9	74952912	-	C9orf40	protein_coding
chr9	75028423	-	CARNMT1	protein_coding
chr9	75088217	-	NMRK1	protein_coding
chr9	75088514	+	OSTF1	protein_coding
chr9	75890644	+	PCSK5	protein_coding
chr9	76394517	-	RFK	protein_coding
chr9	76419850	+	GCNT1	protein_coding
chr9	76906114	-	PRUNE2	protein_coding
chr9	77019655	+	FOXB2	protein_coding
chr9	77177445	+	VPS13A	protein_coding
chr9	77648322	-	GNA14	protein_coding
chr9	78031811	-	GNAQ	protein_coding
chr9	78236062	+	CEP78	protein_coding
chr9	78297125	+	PSAT1	protein_coding
chr9	79571773	+	TLE4	protein_coding
chr9	81689547	-	TLE1	protein_coding
chr9	81928428	+	SPATA31D4	protein_coding
chr9	81943500	+	SPATA31D3	protein_coding
chr9	81988772	+	SPATA31D1	protein_coding
chr9	83063177	-	RASEF	protein_coding
chr9	83538546	-	FRMD3	protein_coding
chr9	83623049	+	IDNK	protein_coding
chr9	83707958	-	UBQLN1	protein_coding
chr9	83829516	-	GKAP1	protein_coding
chr9	83921465	-	KIF27	protein_coding
chr9	83956986	-	C9orf64	protein_coding
chr9	83980631	-	HNRNPK	protein_coding
chr9	83980798	+	RMI1	protein_coding
chr9	84340758	-	SLC28A3	protein_coding
chr9	84668375	+	NTRK2	protein_coding
chr9	85742029	-	AGTPBP1	protein_coding
chr9	85941146	+	NAA35	protein_coding
chr9	86100173	-	GOLM1	protein_coding
chr9	86259657	-	C9orf153	protein_coding
chr9	86283102	-	ISCA1	protein_coding
chr9	86354454	-	TUT7	protein_coding
chr9	86947506	-	GAS1	protein_coding
chr9	87497228	+	DAPK1	protein_coding
chr9	87724051	+	CTSL	protein_coding
chr9	87882877	+	SPATA31E1	protein_coding
chr9	87914488	+	SPATA31C1	protein_coding
chr9	87956214	+	ENSG00000283205	protein_coding
chr9	87974753	-	CDK20	protein_coding
chr9	88138475	-	SPATA31C2	protein_coding
chr9	88388430	+	SPIN1	protein_coding
chr9	88534033	+	NXNL2	protein_coding
chr9	88990863	+	S1PR3	protein_coding
chr9	89178818	-	SHC3	protein_coding
chr9	89311195	+	CKS2	protein_coding
chr9	89318500	+	SECISBP2	protein_coding
chr9	89498130	-	SEMA4D	protein_coding
chr9	89605012	+	GADD45G	protein_coding
chr9	90642862	-	DIRAS2	protein_coding
chr9	90801787	+	SYK	protein_coding
chr9	91361918	-	AUH	protein_coding
chr9	91423832	-	NFIL3	protein_coding
chr9	91950228	-	ROR2	protein_coding
chr9	92115413	-	SPTLC1	protein_coding
chr9	92293854	-	IARS1	protein_coding
chr9	92325636	-	NOL8	protein_coding
chr9	92325953	+	CENPP	protein_coding
chr9	92404696	-	OGN	protein_coding
chr9	92424471	-	OMD	protein_coding
chr9	92482506	-	ASPN	protein_coding
chr9	92536655	-	ECM2	protein_coding
chr9	92670131	-	IPPK	protein_coding
chr9	92764833	-	BICD2	protein_coding
chr9	92878038	-	ZNF484	protein_coding
chr9	92947523	+	FGD3	protein_coding
chr9	93058688	+	SUSD3	protein_coding
chr9	93096217	+	CARD19	protein_coding
chr9	93134251	-	NINJ1	protein_coding
chr9	93184122	+	WNK2	protein_coding
chr9	93453581	-	FAM120AOS	protein_coding
chr9	93451685	+	FAM120A	protein_coding
chr9	93576584	+	PHF2	protein_coding
chr9	93955355	-	BARX1	protein_coding
chr9	94030794	+	PTPDC1	protein_coding
chr9	94259298	+	ZNF169	protein_coding
chr9	94328644	-	NUTM2F	protein_coding
chr9	94374569	+	MFSD14B	protein_coding
chr9	94593824	-	FBP2	protein_coding
chr9	94640249	-	FBP1	protein_coding
chr9	94726604	+	AOPEP	protein_coding
chr9	95426796	-	FANCC	protein_coding
chr9	95517057	-	PTCH1	protein_coding
chr9	95871264	+	ERCC6L2	protein_coding
chr9	96302176	-	HSD17B3	protein_coding
chr9	96352058	-	ENSG00000285269	protein_coding
chr9	96383711	-	SLC35D2	protein_coding
chr9	96418370	-	ZNF367	protein_coding
chr9	96450169	+	HABP4	protein_coding
chr9	96619843	-	CDC14B	protein_coding
chr9	96655317	-	PRXL2C	protein_coding
chr9	96778129	-	ZNF510	protein_coding
chr9	96875623	-	ZNF782	protein_coding
chr9	96928310	+	NUTM2G	protein_coding
